name,brand_names,key_ingredients,ratings,number_of_ratings,key_benefit_areas
Dr Willmar Schwabe India Jaborandi Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,Jaborandi,4.5,191,Hair
Dr. Reckeweg Thuja Occ Dilution 200 CH,Dr Reckeweg & Co,Thuja Occidentalis,4.5,423,Stomach
SBL Calendula Officinalis Mother Tincture Q,SBL Pvt Ltd,,4.6,343,Others
Bangalore Bio-Plasgens Soundarya Complexion Cream,Bangalore Bio-Plasgens,,4.3,255,Others
Dr. Reckeweg R23 Eczema Drop,Dr Reckeweg & Co,Apis mellificaArsen. Alb.Rhus Tox.,4.5,168,Skin
SBL Bio-Combination 19 Tablet,SBL Pvt Ltd,Ferrum phosphoricumMagnesia phosphoricaKalium sulphuricumNatrum sulphuricum,4.6,302,Others
SBL FP Ointment,SBL Pvt Ltd,Hamamelis VirginicaHydrastis CanadensisAesculusHippocastanumRatanhiaPaeoniaOfficinalisViburnum PrunifoliumParaffinumMolle,4.3,282,Head
New Life NL-3 Blood Cholestrol Drop,New Life Laboratories Pvt Ltd,"Chelidonium, Cholesterinum, Cistus Can, Allium Calcium Carbonate, Phosphorus.",4.5,209,Heart
SBL Tranquil Tablet,SBL Pvt Ltd,Abrus precatoriusKali phosphoricumAconitum napellusCalendula officinalisViburnum opulusZincum picricum,4.6,268,Others
ADEL 28 Plevent Drop,Adel Pekana Germany,,4.6,136,Others
SBL Mullein Ear Drop,SBL Pvt Ltd,,4.5,369,Others
SBL Carduus Marianus Mother Tincture Q,SBL Pvt Ltd,Carduus Marianus,4.5,194,Others
Bakson's Natrum Sulphuricum Biochemic Tablet 6X,Bakson's Homeopathy,Natrum sulphuricum,4.5,32,Stomach
Dr. Reckeweg Arnica Mont Dilution 200 CH,Dr Reckeweg & Co,,4.6,371,Others
Dr. Reckeweg Vita-C 15 Nerve Tonic,Dr Reckeweg & Co,"Acidum phosphoricum D3, Citrus Medical Limonum D1, Cocculus D5, Helonias Dioica D5, Sepia D5, Zincum Metallicum D6, Saccharum, Corrigentia, Ignatia Amar. D5.",4.4,131,Brain
Dr Willmar Schwabe Germany Gastrobin Drop,Dr Willmar Schwabe India Pvt Ltd,Naturm phosphoricumCapsicum annuumRobinia pseudacaciaAcidum sulphuricumPhosphorus,4.6,157,Heart
Dr. Reckeweg R51 Thyroid Intoxication Drop,Dr Reckeweg & Co,Belladona D30Hekla Lava D12Iodum D30Lapis albus D12Lycopus virginicus D12Natrium chloratumEthanol/Aqua purificata36 vol. % Alcohol,4.6,123,Others
Dr. Reckeweg R8 Jut-U-Sin Cough Syrup,Dr Reckeweg & Co,BelladonaBryoniaAmmonium CausticumCoccus CactiCorallium RubrumCuprum AceticumDroseraIpecacuanhaChamomilaThymus Vulgaris,4.6,147,Throat
Bakson's Tonsil Aid Tablet,Bakson's Homeopathy,Mercurius bin. iodKali. mur.BelladonnaBaryta carbonicaFerrum phos,4.5,127,Throat
SBL Arsenicum Album Dilution 200 CH,SBL Pvt Ltd,,4.6,1027,Others
ADEL 25 Somcupin Drop,Adel Pekana Germany,Argentum nitricumCoffeaStaphysagriaEschscholtzia califLactuca virosaAurum chloratum natrZincum valerianicumAvena sativa,4.2,173,Others
Dr. Reckeweg Syzygium Jamb Mother Tincture Q,Dr Reckeweg & Co,Syzgium Jambolanum,4.7,181,Stomach
Dr Willmar Schwabe India Berberis Vulgaris Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,,4.4,222,Others
ADEL 64 Mundipur Uric Acid Drop,Adel Pekana Germany,Berberis VulgarisBryoniaColchiumPhytolacca Americana,4.4,103,Others
SBL Alfalfa Tonic Paediatric,SBL Pvt Ltd,,4.4,201,Others
SBL Kali Bichromicum Dilution 30 CH,SBL Pvt Ltd,,4.5,303,Eye
Dr. Reckeweg R6 Influenza Drop,Dr Reckeweg & Co,,4.7,140,Others
SBL Diaboherb Capsule,SBL Pvt Ltd,,4.3,63,Others
Dr Willmar Schwabe India Chelidonium Majus Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,Chelidonium Majus,4.6,336,Stomach
SBL Arnica Montana Herbal Shampoo With Conditioner,SBL Pvt Ltd,,4.4,300,Others
SBL Justicia Adhatoda Mother Tincture Q,SBL Pvt Ltd,Justicia Adhatoda,4.7,256,Throat
ADEL 18 Glucorect Drop,Adel Pekana Germany,Acidum LacticumAcidum SulfuricumAllium CepaChionanthus VirginicaPhosphorusZincum SulfuricumStigmata MaydisSyzygium CuminiIndications Diabetes (increased blood and urinary sugar).Net Quantity:20 mlProduct Form:Drop,4.3,148,Others
SBL Acidum Phosphoricum Mother Tincture Q,SBL Pvt Ltd,,4.5,215,Hair
Dr Willmar Schwabe India Phytolacca Berry Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,Phytolacca Berry,4.4,185,Stomach
Dr. Reckeweg Bio-Combination 20 (BC 20) Tablet,Dr Reckeweg & Co,Calcarea FluoricaCalcarea SulphuricaNatrum MuriaticumKalium SulphuricumNatrum Sulphuricum,4.3,143,Skin
Bakson's Natrum Muriaticum Biochemic Tablet 6X,Bakson's Homeopathy,Natrum muriaticum 200x.,,,Eye
Dr. Reckeweg Sulphur Dilution 200 CH,Dr Reckeweg & Co,Sugar of milkThe saturated solution of sulphurAbsolute alcohol,4.6,285,Skin
Bakson's Biocombination 23 Tablet,Bakson's Homeopathy,Ferrum phosphoricumCalcarea fluoricaMagnesia phosphorica,,,Others
Lord's Ylo Tablet,Lord's Homoeopathic Laboratory Pvt Ltd,,4.6,84,Others
Bakson's Magnesium Phosphoricum Biochemic Tablet 6X,Bakson's Homeopathy,Magnesium phosphoricum 200x.,4.8,38,Whole Body
ADEL 17 Glautaract Drop,Adel Pekana Germany,Aurum chloratumCynara scolymusDulcamaraEuphrasiaGlonoinumHedera helixRuta graveolensTabacum,4.5,145,Eye
Dr Willmar Schwabe India Alpha - MP Drop,Dr Willmar Schwabe India Pvt Ltd,,4.5,207,Others
SBL Cholesterinum Trituration Tablet 3X,SBL Pvt Ltd,Cholesterinum,4.6,234,Heart
Hapdco Aqui Plus Face Wash,HAPDCO,Rose ExtractAloe Vera ExtractSodium Lauryl Ether SuplhateCocodilCocamidopropylBetainPreservativeTriclosanSodium,4.3,145,Others
Dr Willmar Schwabe India Topi Thuja Cream,Dr Willmar Schwabe India Pvt Ltd,,4.2,233,Others
Dr. Reckeweg R19 Glandular Drops for Men,Dr Reckeweg & Co,Glandulae suprarenalesHypophysisTestisThyreoidinum,4.2,101,Skin
ADEL 51 Psy-Stabil Drop,Adel Pekana Germany,Acidum Phosphoricum 6XAmanita Muscaria 8XCinchona Pubescens 6XStrychnos Ignatii 10XPiper Methysticum 10XSchoenocaulon Off. 6XSemecarpus Anacardium 6XAvena Sativa 6X,4.5,121,Heart
SBL Carbo Vegetabilis Dilution 200 CH,SBL Pvt Ltd,Carbo Vegetabilis,4.6,914,Hair
SBL Gelsemium Sempervirens Dilution 30 CH,SBL Pvt Ltd,Natural MineralsGelsemium SempervirensLactoseSucrose,4.6,430,Others
SBL Ginseng Mother Tincture Q,SBL Pvt Ltd,Ginseng (Panax Quinquefolium),4.4,163,Joints
SBL Cephalandra Indica Mother Tincture Q,SBL Pvt Ltd,,4.7,240,Others
Bakson's Gastro Aid Tablet,Bakson's Homeopathy,Robinia pseudoacacia 3xCapsicum annuum 3xPhosphorus 4xNatrum phosphoricum 3x,4.5,169,Others
Dr. Reckeweg Cholesterinum Trituration Tablet 3X,Dr Reckeweg & Co,Cholesterinum,4.6,150,Heart
SBL Drops No. 4 (For BP),SBL Pvt Ltd,,4.5,237,Others
SBL Silicea Dilution 200 CH,SBL Pvt Ltd,Silicon dioxideEthanolWater,4.5,425,Joints
SBL Pulsatilla Nigricans Dilution 200 CH,SBL Pvt Ltd,Extracts of European wind flowering plant,4.6,534,Joints
SBL Sulphur Dilution 30 CH,SBL Pvt Ltd,Sugar of milkThe saturated solution of sulphurAbsolute alcohol,4.4,863,Joints
Dr. Reckeweg Five Phos 6X Tablet,Dr Reckeweg & Co,Combination of phosphates ofCalciumIronMagnesiumPotassiumSodium,4.7,139,Whole Body
SBL Apis Mellifica Dilution 30 CH,SBL Pvt Ltd,Apis mellifica,4.6,309,Others
Dr Willmar Schwabe India Passiflora Incarnata Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,"Passiflora Incarnata (whole passion flower plant, freshly obtained or dried out leaves)",4.5,263,Eye
Dr. Reckeweg Kalmegh Mother Tincture Q,Dr Reckeweg & Co,Kalmegh (Andrographis Paniculata),4.7,150,Eye
SBL Aspidosperma Quebracho Mother Tincture Q,SBL Pvt Ltd,Aspidosperma Quebracho,4.6,207,Others
SBL Bio-Combination 28 Tablet,SBL Pvt Ltd,Calcarea fluoricaCalcarea phosphoricaCalcarea sulphuricaFerrum phosphoricumKalium muriaticumKalium phosphoricumKalum sulphuricumMagnesia phosphoricaNatrum muriaticumNatrum phosphoricumNatrum sulphuricumSilicea,4.5,247,Others
SBL Bio-Combination 17 Tablet,SBL Pvt Ltd,Calcarea fluoricaKalium phosphoricumFerrum phosphoricumKalium muriaticum,4.5,241,Others
SBL Ruta Graveolens Dilution 200 CH,SBL Pvt Ltd,Ruta Graveolens,4.6,503,Eye
SBL Agnus Castus Dilution 30 CH,SBL Pvt Ltd,Angus Castus,4.3,284,Others
SBL Fucus Vesiculosus Mother Tincture Q,SBL Pvt Ltd,Fucus vesiculosus with alcohol,4.5,108,Others
Bakson's Vitamin D Plus Capsule,Bakson's Homeopathy,Vitamin D,4.4,120,Joints
Dr Willmar Schwabe Germany Damiaplant Drop,Dr Willmar Schwabe India Pvt Ltd,DamianaGinsengAgnus CastusNuphar LuteumMuira Puama,4.1,138,Whole Body
SBL Cineraria Maritima 10% Eye Drop,SBL Pvt Ltd,Cineraria maritimaGlycerinumPhenyl Mercuric NitrateAqua Distilled,4.5,239,Others
SBL Withania Somnifera Mother Tincture Q,SBL Pvt Ltd,Withania Somnifera,4.6,204,Heart
SBL Silicea Biochemic Tablet 6X,SBL Pvt Ltd,Silicon dioxideEthanolWater,4.5,298,Joints
Wheezal Mel-X Melasma Tablet,Wheezal Homeo Pharma,CaulophyllumChina officinalisFerrum phosphoricumNatrum hypochlorosumSepiaOleum jacorisThuja occidentalis,4.0,156,Skin
SBL Hepar Sulphur Dilution 200 CH,SBL Pvt Ltd,Hepar sulphuris calcareum,4.6,512,Throat
SBL Alfalfa Tonic with Ginseng,SBL Pvt Ltd,AlfalfaAvena SativaGinsengChinaHydrastis CanKali PhosKali ArsFerrum AceticumCalcarea Phos,4.4,715,Joints
Dr. Reckeweg Ginseng Mother Tincture Q,Dr Reckeweg & Co,Ginseng (Panax Quinquefolium),4.5,144,Joints
Dr Willmar Schwabe India Rauwolfia Serpentina Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,Rauvolfia Serpentina,4.5,209,Brain
Wheezal Mel-X Melasma Cream,Wheezal Homeo Pharma,AloveraBerberis aquifoliumCalendula officinalisCurcuma longaOcimum sanctumSantalum albumThuja occidentalisAlcohol content,4.1,79,Skin
SBL Thuja Occidentalis Mother Tincture Q,SBL Pvt Ltd,Thuja Occidentalis,4.5,175,Stomach
SBL Calcarea Fluorica Biochemic Tablet 12X,SBL Pvt Ltd,Calcium Flouricum,4.5,1008,Joints
Dr. Reckeweg R43 Bronchial Drop,Dr Reckeweg & Co,Arsenicum albumBryoniaNatrium chloratumVeratrum albumYerba santaNatrium sulfuricumBelladonna,4.4,112,Throat
SBL Vertefine Drop,SBL Pvt Ltd,Berberies vulgaris 3xBryonia 3xLedum palustre 3xCimicifuga 3xRhustoxicodendron 6x,4.4,261,Joints
Dr. Reckeweg Titanium Trituration Tablet 3X,Dr Reckeweg & Co,,4.4,64,Others
SBL Thuja Roll-On,SBL Pvt Ltd,"Thuja Occidentalis MT ((White Petrolatum, Paraffin andLanoin)",4.2,306,Skin
SBL Caladium Seguinum Dilution 200 CH,SBL Pvt Ltd,Caladium Seguinum,4.2,555,Stomach
Bakson's Tonsil Aid Tablet,Bakson's Homeopathy,Mercurius bin. iodKali. mur.BelladonnaBaryta carbonicaFerrum phos,4.5,127,Throat
SBL Nixocid Syrup,SBL Pvt Ltd,"Natrum phosphoricum 3x, Lycopodium Cavatum 3x, Carbo Vegetabilis 6x, Robinia Pseudacacia 3x\",4.5,233,Heart
Dr Willmar Schwabe India Withania Somnifera (Aswagandha) Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,Withania Somnifera,4.4,235,Joints
Bakson's Kof Aid Tablet,Bakson's Homeopathy,Bryonia alba 3xIpecacuanha 3xAntimonium tart. 6xPhosphorus 6xDroserarotun difoliaJusticia adhatoda 2x,4.3,77,Joints
SBL Calcarea Carbonica Dilution 200 CH,SBL Pvt Ltd,Calcium Carbonica,4.6,352,Skin
SBL Justicia Adhatoda Dilution 30 CH,SBL Pvt Ltd,Justicia Adhatoda,4.7,98,Throat
SBL Aesculus Ointment,SBL Pvt Ltd,"Aesculuship pocastanum Q (White petrolatum, paraffin and lanolin)",4.5,170,Whole Body
SBL Causticum Dilution 200 CH,SBL Pvt Ltd,Natrum causticum,4.5,402,Eye
SBL Natrum Muriaticum Dilution 30 CH,SBL Pvt Ltd,Natrum Muriaticum,4.5,402,Heart
Dr. Reckeweg R70 Neuralgia Drop,Dr Reckeweg & Co,CedronColocynthisKalmiaVerbascum,4.5,129,Eye
Dr. Reckeweg Bacopa Monnieri (Brahmi) Mother Tincture Q,Dr Reckeweg & Co,,4.3,103,Others
SBL Pulsatilla Nigricans Dilution 30 CH,SBL Pvt Ltd,Extracts of European wind flowering plant,4.6,534,Joints
Dr Willmar Schwabe India Topi Berberis Aquifolium Cream,Dr Willmar Schwabe India Pvt Ltd,Topi Berberis Aquifolium,4.3,140,Skin
Dr. Reckeweg Carbo Veg Dilution 200 CH,Dr Reckeweg & Co,"Carbo Vegetabilis, Alcohol",4.7,527,Intestine
Wheezal Jaborandi Hair Treatment Oil,Wheezal Homeo Pharma,Jaborandi QBrahmi QWiesbaden 6xCantharis QArnica Mont. Q,4.3,465,Hair
ADEL 36 Pollon Drop,Adel Pekana Germany,Acidum phosphoricum 6XCaladium seguinum 6XConium 6XNuphar lutea 6XPausinystalia 12XPiper methysticum 8XStaphysagria 6X,4.2,154,Others
Bakson's Spondy Aid Drop,Bakson's Homeopathy,"Acid form. 3x, Colch. ant. 5x, Rhus tox. 3X, Ledum pal 3x, Dulcamara 3x, Gels. semp. 3x, Ulmus 5x",4.5,192,Joints
Boericke and Tafel Anti-Dandruff Shampoo,Dr Willmar Schwabe India Pvt Ltd,LavendulaSaponariaUrtica dioica,4.2,231,Hair
ADEL 2 Apo-Ham Drop,Adel Pekana Germany,,4.5,124,Others
SBL Natrum Muriaticum Biochemic Tablet 6X,SBL Pvt Ltd,Natrum Muriaticum,4.6,234,Heart
Dr. Reckeweg Bio-Combination 28 (BC 28) Tablet,Dr Reckeweg & Co,Calcarea fluoricaCalcarea phosphoricaCalcarea sulphuricaFerrum phosphoricumKalium muriaticumKalium phosphoricumKalum sulphuricumMagnesia phosphoricaNatrum muriaticumNatrum phosphoricumNatrum sulphuricumSilicea,4.6,118,Others
SBL Acid Chryso Ointment,SBL Pvt Ltd,"Acid chryso (White petrolatum, paraffin and lanolin)",4.2,140,Skin
SBL Kali Muriaticum Biochemic Tablet 6X,SBL Pvt Ltd,Kali Muriatica,4.6,259,Others
New Life Bach Flower Rescue Remedy 30,New Life Laboratories Pvt Ltd,"Rock Rose, Cherry Plum, Impatiens, Clematis",4.4,549,Others
Medisynth Jondila Sugar Free Syrup,Medisynth Chemicals Pvt Ltd,"CarduusMarianus 2x, Carica Papaya 2x, ChelidoniumMajus 1x, ChionanthusVirginica 1x, AndrographisPaniculata (Kalmegh) 2x, MyricaCerifera 1x",4.4,175,Stomach
ADEL 9 Cri-Regen Drop,Adel Pekana Germany,Cynara scolymusGraphitsNatrium carbonicumSarothamnus scopariusThalium aceticumUstaligo maydis,4.3,101,Hair
Dr. Reckeweg Belladonna Dilution 30 CH,Dr Reckeweg & Co,Belladonna,4.8,269,Others
Dr. Reckeweg R32 Excessive Perspiration Drop,Dr Reckeweg & Co,BelladonnaKalium carbonicumSalvia officinalisSanguinariaSepiaVeratrum,3.9,88,Others
SBL Drops No. 8 ( For Allergic Rhinitis),SBL Pvt Ltd,Allium CepaEuphrasia officinalisSabadillaSolidago Vir,4.3,251,Eye
Medisynth Alfamalt Forte Malt,Medisynth Chemicals Pvt Ltd,AlfalfaAvenasativaCinchona officinalisHydrasticcanadensisWitania somniferaAcidum phosphoricumFerrum phosphoricumKali phosphoricumNatrum phosphoricumCalcarea phosphoricaMagnesium phosphoricum,4.4,160,Stomach
SBL Histaminum Dilution 200 CH,SBL Pvt Ltd,Histamine Hydrochloride,4.5,487,Others
SBL Allium Sativum Mother Tincture Q,SBL Pvt Ltd,GarlicAlcohol,4.7,179,Throat
SBL Histaminum Dilution 30 CH,SBL Pvt Ltd,Histamine Hydrochloride,4.5,487,Others
Bhargava Garcinia Cambogia Drop,Bhargava Phytolab,Garcinia Cambogia,4.1,90,Joints
SBL Natrum Phosphoricum Biochemic Tablet 6X,SBL Pvt Ltd,Natrum Phosphoricum with alcohol,4.7,260,Eye
Bakson's Natrum Sulphuricum Biochemic Tablet 6X,Bakson's Homeopathy,Natrum sulphuricum,4.5,32,Stomach
Bakson's Magnesium Phosphoricum Biochemic Tablet 6X,Bakson's Homeopathy,Magnesium phosphoricum 200x.,4.8,38,Whole Body
Bakson's Ferrum Phosphoricum Biochemic Tablet 6X,Bakson's Homeopathy,Ferrum phosphoricum,4.4,18,Throat
Dr. Reckeweg Crataegus Mother Tincture Q,Dr Reckeweg & Co,Extracts from the Crataegus Oxyacantha plant,4.7,108,Heart
Bakson's Calcarea Phosphorica Biochemic Tablet 12X,Bakson's Homeopathy,Calcarea phosphorica 200x,4.4,30,Joints
Bakson's Kali Phosphoricum Biochemic Tablet 12X,Bakson's Homeopathy,Kali phosphoricum 200x.,4.4,28,Throat
Bakson's Calcarea Fluorica Biochemic Tablet 12X,Bakson's Homeopathy,Calcarea fluorica 200x,4.3,47,Joints
Dr. Reckeweg Arnica Mont Dilution 30 CH,Dr Reckeweg & Co,,4.6,371,Others
Dr. Reckeweg R17 Glandular Enlargement Drop,Dr Reckeweg & Co,Acidum lacticumNaja tripudiansScrophularia nodosa38 vol. % Alcohol,4.5,96,Skin
SBL AT-Tabs Ant- Traumatic Tablet,SBL Pvt Ltd,Arnica montanaHypericum perforatumLedum palustreRhus toxicodendronRuta graveolensSymphytum officinaleBellis perennis,4.6,174,Joints
ADEL 3 Apo-Hepat Drop,Adel Pekana Germany,Chionanthus virginica 4XCynara scolymus 4XIberis amara 6XLycopodium clavatum 4XMandragora e rad sicc 6XPeumus boldus 4XPhosphorus 10XTaraxacum officinale 12X,4.5,94,Heart
Bakson's Calcarea Phosphorica Biochemic Tablet 3X,Bakson's Homeopathy,Calcarea phosphorica 200x,4.4,30,Joints
SBL Sepia Dilution 200 CH,SBL Pvt Ltd,Sepia,4.4,317,Brain
Dr. Reckeweg Wiesbaden Dilution 30 CH,Dr Reckeweg & Co,Wiesbaden Dilution,4.2,235,Hair
Bakson's Hite Aid Tablet,Bakson's Homeopathy,Baryta carbonica 6xSilicea 3xCalcarea phosphorica 3x,4.1,49,Others
Dr Willmar Schwabe India Sabal Pentarkan Drop,Dr Willmar Schwabe India Pvt Ltd,"Sabal Serrulata, Echinacea Purpurea, Passiflora Incarnata, Cantharis and Mercurius Biliodatus",4.5,195,Skin
Dr. Reckeweg Bryonia Alba Dilution 30 CH,Dr Reckeweg & Co,Bryonia Alba,4.6,331,Joints
Dr. Reckeweg R55 All Kinds Of Injuries Drop,Dr Reckeweg & Co,ArnicaBelladonaCalendulaEchinacea angustifoliaHamamelisRhus toxicodendronRutaSymphytum,4.5,149,Skin
Dr. Reckeweg Chelidonium Maj Mother Tincture Q,Dr Reckeweg & Co,Chelidonium Majus.,4.7,155,Eye
SBL Ferrumsip Syrup,SBL Pvt Ltd,,4.5,188,Others
Dr. Reckeweg Damiana Mother Tincture Q,Dr Reckeweg & Co,Damiana Dilution,4.5,135,Skin
Allen A82 Premature Greying Of Hair Drop,Allen Homoeo & Herbal Products Ltd,Arnica Montana QLemna Minor 3xLycopodium Clavatum 3xWeisbaden 3xPsorinum 3xMezereum 3xAcid Phosphoricum 3xStaphysagria 3xThujaOccidentalis 3xSilicea 3xSarracemaPurpurea 3xZincumMetallicum 3x,3.8,105,Hair
SBL Hypericum Perforatum Dilution 200 CH,SBL Pvt Ltd,Extracts of whole blooming hypericum plant.,4.6,348,Joints
SBL Drops No. 5 (For Cervical Pain),SBL Pvt Ltd,,4.5,198,Others
ADEL 6 Apo-Strum Drop,Adel Pekana Germany,,4.4,96,Others
Dr. Reckeweg R78 Eye Care Drop,Dr Reckeweg & Co,AconitumEuphrasiaBelladonnaHamamelisKalium carbonicumMercurius bijodatus,4.4,109,Eye
Dr. Reckeweg Thyroidinum Trituration Tablet 3X,Dr Reckeweg & Co,Thyroid gland of sheepThyrodinum,4.5,116,Head
SBL Hamamelis Virginica Mother Tincture Q,SBL Pvt Ltd,Hamamelis Virginica,4.5,179,Whole Body
SBL Alfalfa Mother Tincture Q,SBL Pvt Ltd,Plant extract of medicago sativaEthanol,4.5,215,Kidney
SBL Agnus Castus Mother Tincture Q,SBL Pvt Ltd,Angus Castus,4.2,137,Others
SBL Drops No. 3 (For UTI),SBL Pvt Ltd,Berberis vulgarisSarsaparillaOcimumCanumPareirabravaSenecio aureus pCantharisAlcoholPurified water q.s.,4.6,192,Kidney
SBL Blatta Orientalis Mother Tincture Q,SBL Pvt Ltd,Triturated live insectsSugar of milk,4.5,167,Others
ADEL 21 Proscenat Drop,Adel Pekana Germany,,4.5,111,Others
Dr. Reckeweg China Dilution 30 CH,Dr Reckeweg & Co,Cinchona Officinalis,4.6,301,Skin
SBL Physostigma Venenosum Dilution 30 CH,SBL Pvt Ltd,,4.6,137,Others
ADEL 5 Apo-Stom Drop,Adel Pekana Germany,Antimonium crudum 6XBelladonna 4XColocynthis 4XColchicum 6XNatrium phosphoricum 4XNux vomica 12XRobinia pseudoacacia 4XMillefolium 12X,4.6,115,Heart
SBL Swertia Chirata Mother Tincture Q,SBL Pvt Ltd,Swerita Chirata,4.6,185,Others
Dr. Reckeweg Bryonia Alba Dilution 200 CH,Dr Reckeweg & Co,Bryonia Alba,4.6,331,Joints
Dr. Reckeweg Belladonna Dilution 200 CH,Dr Reckeweg & Co,Belladonna,4.8,269,Others
ADEL 79 Ferrodona Tonic,Adel Pekana Germany,Arsenicum albumCeanothus americanusCinchona succirubraCobaltum nitricumCuprum sulfuricumFerrum metallicumManganum aceticumNatrium muriaticum,4.6,43,Others
SBL Gelsemium Sempervirens Dilution 200 CH,SBL Pvt Ltd,Natural MineralsGelsemium SempervirensLactoseSucrose,4.6,430,Others
Dr. Reckeweg Urtica Urens Mother Tincture Q,Dr Reckeweg & Co,Urtica Urens,4.7,106,Nerves
SBL Sabal Serrulata Dilution 30 CH,SBL Pvt Ltd,Sabal Serrulata,4.4,215,Throat
SBL Aesculus Hippocastanum Dilution 30 CH,SBL Pvt Ltd,,4.6,242,Others
SBL Jaborandi Hair Oil,SBL Pvt Ltd,Extract of Jaborandi herb,4.4,255,Hair
Dr Willmar Schwabe India Syzygium Jambolanum Trituration Tablet 1X,Dr Willmar Schwabe India Pvt Ltd,Syzgium Jambolanum,4.5,112,Stomach
SBL Allium Cepa Dilution 30 CH,SBL Pvt Ltd,Bulb of the onion,4.5,378,Eye
SBL Hydrangea Arborescens Mother Tincture Q,SBL Pvt Ltd,Hydrangea Arborescens,4.5,116,Whole Body
Dr. Reckeweg R46 Rheumatism Of Forearms And Hands Drop,Dr Reckeweg & Co,Ferrum phosphoricumLithium carbonicumNux vomicaNatrium sulfuricum,4.6,99,Joints
SBL Cantharis Mother Tincture Q,SBL Pvt Ltd,,4.6,133,Others
SBL Arnica Ointment,SBL Pvt Ltd,Arnica,4.6,182,Joints
Boericke and Tafel Hair Growth Oil,Dr Willmar Schwabe India Pvt Ltd,Arnica montanaJaborandiSabal serrulataOlive oil,4.4,199,Hair
Dr Willmar Schwabe India Berberis Pentarkan Tablet,Dr Willmar Schwabe India Pvt Ltd,"Berberis Vulgaris, Lycopodium Clavatum, Urtica Urens, Taraxacum Officinale, Lactose",4.6,138,Pancreas
Wheezal Arnica Hair N Scalp Treatment Homeopathic Medicine,Wheezal Homeo Pharma,Arnica Montana QBrahmi QJaborandiCinchona (China – Peruvian Bark),4.2,224,Hair
SBL Five Phos A+ Nerve Tonic,SBL Pvt Ltd,,4.5,134,Others
Dr. Reckeweg Bio-Combination 17 (BC 17) Tablet,Dr Reckeweg & Co,Calcarea phosphoricaFerrum phosphoricumKalium phosphoricumKalium muriaticum,4.3,140,Skin
Dr Willmar Schwabe India Aesculus Pentarkan Drop,Dr Willmar Schwabe India Pvt Ltd,,4.4,130,Others
Dr Willmar Schwabe India Nux Vomica Dilution 30 CH,Dr Willmar Schwabe India Pvt Ltd,Nux Vomica,4.5,435,Eye
SBL Mercurius Solubilis Dilution 30 CH,SBL Pvt Ltd,Black oxide,4.6,371,Others
SBL Ignatia Amara Dilution 200 CH,SBL Pvt Ltd,Genuine powdered extracts from dried seeds of Ignatia fruit,4.5,225,Eye
Bio India Gingko Plus Tonic,Bio-India Pharma Pvt Ltd,Ginkgo BilobaAmmi Visnaga D3AshwagandhaBacopa Monnieri (Brahmi)GinsengHydrocotyle AsiaticaKali Phasphoricum,,,Others
SBL Kalmegh Syrup,SBL Pvt Ltd,,4.5,127,Others
Dr Willmar Schwabe India Ginseng Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,Ginseng,4.6,168,Skin
Dr. Reckeweg Gelsemium Sempervirens Dilution 30 CH,Dr Reckeweg & Co,Natural MineralsGelsemium SempervirensLactoseSucrose,4.7,175,Others
Dr. Reckeweg R72 Pancreas Drop,Dr Reckeweg & Co,ApisColocynthisLycopodiumMomordicaPhosphorus,4.3,78,Skin
Bakson's Calci Aid Tablet,Bakson's Homeopathy,Calcarea carbonica 3xCalcarea flour. 3xCalcarea phosphorica 3xSilicea 3x,4.4,57,Others
Dr. Reckeweg Yohimbinum Mother Tincture Q,Dr Reckeweg & Co,Yohimbinum,4.4,82,Others
SBL Ruta Graveolens Dilution 30 CH,SBL Pvt Ltd,Ruta Graveolens,4.6,503,Eye
Dr. Reckeweg Magnesia Phosphoricum Biochemic Tablet 6X,Dr Reckeweg & Co,,4.5,119,Others
SBL Abroma Augusta Mother Tincture Q,SBL Pvt Ltd,Abroma Augusta,4.6,175,Others
SBL Tonsilat Tablet,SBL Pvt Ltd,Mercurius iodatus ruber HPIBelladonna HPIKali Muriaticum HPIFerrum phosphoricum HPIBaryta carbonicum HPI,4.6,156,Throat
Bakson B22 Sinus Drop,Bakson's Homeopathy,Arsenicum albumCalcarea carbonicum hahnemanniHydrastis can.Kalium bichromicumPulsatilla nig,4.5,145,Others
Bakson's Rheum Aid Tablet,Bakson's Homeopathy,Calcarea phosFerrum phosKali. phosNatrum phosMagnesium phosBerberis vulgCausticumRhododendron chrysRhus tox,4.6,144,Others
Dr Willmar Schwabe India Munostim Globules,Dr Willmar Schwabe India Pvt Ltd,Echinacea angustifoliaThuja occidentalisPropolisEleutherococcus,4.6,187,Others
SBL Sulphur Ointment,SBL Pvt Ltd,"Sulphur 1 x in ointment base ((White Petrolatum, Paraffin and Lanoin)",4.3,170,Skin
Dr. Reckeweg Selenium Trituration Tablet 3X,Dr Reckeweg & Co,Selenium Dilution,4.2,72,Heart
